CONSTRAINTID,version_key,direction,EFFECTIVEDATE,VERSIONNO,ic_factor,LIMITTYPE,DESCRIPTION,applicable_intervals,binding_intervals,near_binding_intervals,near_setting_intervals,leading_intervals,mean_abs_marginal_value,min_ic_slack_mw,median_ic_slack_mw,constraint_sets,invoked_sets
NRM_VIC1_SA1,NRM_VIC1_SA1|2025-11-19 00:00:00|1,upper,2025-11-19,1,1.0,Negative Residue,Negative Residue Management constraint for VIC to SA flow,82170,1033,1018,1120,1099,4.127380910636108,-1.0000000088439265e-05,10014.93016,NRM_NIL_ALL,
F_S++TBTU_R6,F_S++TBTU_R6|2024-12-03 00:00:00|1,lower,2024-12-03,1,-1.0,FCAS,"Out = Tailem Bend to Tungkillo 275 kV line, SA Islanded for loss of parallel line, SA Raise 6 sec Requirement for risk of islanding",9408,4293,3865,6535,1071,7.9437602789374075,-457.12543999999997,-30.4971825,"S-TBTU, S-TBTU_BC-2CP, S-X_BDBU+TBTU_BC-2CP, S-X_TBTU+BDBU","S-TBTU, S-TBTU_BC-2CP, S-X_TBTU+BDBU"
V::S_NIL_MAXG_1,V::S_NIL_MAXG_1|2025-12-08 00:00:00|1,upper,2025-12-08,1,1.0,Transient Stability,Out = Nil(Both Black Range series capacitors I/S); Vic to SA Transient Stability limit for loss of the largest generation block in SA (Both  South East Capacitor Available).,76705,432,611,1707,1071,1.1795958434804428,-1.0000000088439265e-05,639.1180999999999,S-NIL,
V::N_NIL_V1,V::N_NIL_V1|2025-12-09 00:00:00|1,upper,2025-12-09,1,0.478,Transient Stability,"Out = NIL, prevent transient instability for fault and trip of a HWTS-SMTS 500 kV line, VIC accelerates. Yallourn W G1 on 220kV.",59697,494,572,1358,1064,0.24702648618211753,-2.0920502158150307e-05,22228.66038702929,V-NIL,
V^^V_NIL_KGTS,V^^V_NIL_KGTS|2024-10-10 00:00:00|1,lower,2024-10-10,1,-0.215,Voltage Stability,"Out= Nil, avoid voltage collapse for loss of Horsham - Murra Warra - Kiamal 220kV line. Murraylink VFRB disabled. Swamp if Murraylink VFRB enabled.",5768,53,150,1254,1045,0.6083014892510402,-4.6511628053934166e-05,2914.3523023255816,V-NIL,
V^^V_NIL_KGTS,V^^V_NIL_KGTS|2024-12-20 00:00:00|1,lower,2024-12-20,1,-0.215,Voltage Stability,"Out= Nil, avoid voltage collapse for loss of Horsham - Murra Warra - Kiamal 220kV line. Murraylink VFRB disabled. Swamp if Murraylink VFRB enabled.",7745,0,0,1184,1011,0.0,97.20311627906969,24653.962337209305,V-NIL,
S:V_650,S:V_650|2024-12-03 00:00:00|1,lower,2024-12-03,1,-1.0,Oscillatory Stability,"Out = NIL (Note: with both Black Range series capacitors I/S), SA to VIC on Heywood upper transfer limit of 650 MW based on oscillatory stability.",48938,2,4,2112,1006,0.00013879896195063664,0.0,1007.931375,S-NIL,
V^^V_NIL_SWVIC,V^^V_NIL_SWVIC|2025-02-25 00:00:00|1,lower,2025-02-25,1,-0.765,Voltage Stability,"Out = Nil, manage flow towards Moorabool across Haunted Gully to Cressy and Mortlake to Cressy 500kV lines to avoid voltage instability for the loss of Haunted Gully to Cressy 500kV line and both APD potlines",18066,190,234,1228,998,0.23317676482412997,-1.3071895391833237e-05,1748.5059869281044,V-NIL,
F_S++SETB_L60,F_S++SETB_L60|2024-10-08 00:00:00|1,upper,2024-10-08,1,1.0,FCAS,"Out = South East to Tailem Bend 275 kV line, SA Islanded for loss of parallel line, SA Lower 60 sec Requirement for risk of islanding",8101,1490,1499,4889,973,2.4317052520913727,-480.40085000000005,-114.01553000000001,"S-SETB_N-2, S-TBSE, S-TBSE_BC-2CP, S-X_TBSE+BDBU","S-TBSE, S-X_TBSE+BDBU"
V^^V_NIL_SWVIC,V^^V_NIL_SWVIC|2025-10-20 00:00:00|1,lower,2025-10-20,1,-0.735,Voltage Stability,"Out = Nil, manage flow towards Moorabool across Haunted Gully to Cressy and Mortlake to Cressy 500kV lines to avoid voltage instability for the loss of Haunted Gully to Cressy 500kV line and both APD potlines",12403,358,431,1140,937,0.8736963319040864,-1.3605442451872248e-05,1223.2673061224489,V-NIL,
S>>DVBG_RBTU_RBTU,S>>DVBG_RBTU_RBTU|2025-05-09 00:00:00|1,upper,2025-05-09,1,0.261,Thermal,"Out= Davenport-Bungama 275kV line, avoid O/L Robertstown to Tungkillo 275kV line 1 or 2 on trip of the other Robertstown to Tungkillo 275kV line, Feedback",5775,177,210,1032,928,7.4331659757703745,-3.831417614847673e-05,2121.985478927203,"S-BGDV, S-BGDV_OFF, S-X_BGBW+BGDV+BGTX","S-BGDV, S-X_BGBW+BGDV+BGTX"
F_S++TBTU_L6,F_S++TBTU_L6|2024-12-03 00:00:00|1,upper,2024-12-03,1,1.0,FCAS,"Out = Tailem Bend to Tungkillo 275 kV line, SA Islanded for loss of parallel line, SA Lower 6 sec Requirement for risk of islanding",9408,2664,2557,4838,909,1.141043147197782,-455.57680000000005,-136.65848,"S-TBTU, S-TBTU_BC-2CP, S-X_BDBU+TBTU_BC-2CP, S-X_TBTU+BDBU","S-TBTU, S-TBTU_BC-2CP, S-X_TBTU+BDBU"
F_S++TBTU_R60,F_S++TBTU_R60|2024-12-03 00:00:00|1,lower,2024-12-03,1,-1.0,FCAS,"Out = Tailem Bend to Tungkillo 275 kV line, SA Islanded for loss of parallel line, SA Raise 60 sec Requirement for risk of islanding",9408,4461,3931,6229,895,5.656834597055658,-463.74659999999994,-20.97942,"S-TBTU, S-TBTU_BC-2CP, S-X_BDBU+TBTU_BC-2CP, S-X_TBTU+BDBU","S-TBTU, S-TBTU_BC-2CP, S-X_TBTU+BDBU"
SV_HEY_550_TEST,SV_HEY_550_TEST|2026-04-29 00:00:00|1,lower,2026-04-29,1,-1.0,Other,"Out = Nil, SA to Vic on Heywood limit of 550 MW, limit for testing of Heywood interconnection upgrade",12685,138,186,1355,837,0.1145826307719107,-1.0000000088439265e-05,957.83762,I-SV_HEY_550_TEST,I-SV_HEY_550_TEST
F_S++SETB_R6,F_S++SETB_R6|2024-10-09 00:00:00|1,lower,2024-10-09,1,-1.0,FCAS,"Out = South East to Tailem Bend 275 kV line, SA Islanded for loss of parallel line, SA Raise 6 sec Requirement for risk of islanding",8101,1261,1113,3853,826,0.6019909771656051,-476.15425,-69.14776499999999,"S-SETB_N-2, S-TBSE, S-TBSE_BC-2CP, S-X_TBSE+BDBU","S-TBSE, S-X_TBSE+BDBU"
I_6F_SN_150,I_6F_SN_150|2024-12-03 00:00:00|1,lower,2024-12-03,1,-1.0,Discretionary,Discretionary limit of 150 MW on Bundey to Buronga (6F) 330 kV Line (SA to NSW),12419,38,62,858,818,0.07001235016517225,-1.0000000031595846e-05,10620.36869,"I-6F_SN_150, N-NIL",
SV_550_TEST,SV_550_TEST|2025-12-02 00:00:00|1,lower,2025-12-02,1,-1.0,Other,"Out = Nil, SA to Vic on Heywood limit of 550 MW, limit for testing of Heywood interconnection upgrade",11838,285,380,1387,817,0.4104266488361157,-1.0000000088439265e-05,895.09249,S-NIL,
V^^S_NIL_MAXG_1,V^^S_NIL_MAXG_1|2025-03-06 00:00:00|1,upper,2025-03-06,1,1.0,Voltage Stability,Out = Nil(Both Black Range series capacitors I/S).; Vic to SA Long Term Voltage Stability limit for loss of the largest generation block in SA (Both South East Capacitors (61 and 62) Available).,78052,15,66,2944,814,0.005846017753719036,-9.999999974752427e-06,819.45972,S-NIL,
V>>NIL_ELML_BAML2,V>>NIL_ELML_BAML2|2025-02-24 00:00:00|1,lower,2025-02-24,1,-0.0893,Thermal,"Out= Nil, avoid O/L Elaine to Moorabool 220kV line on trip of Ballarat to Moorabool No.2 220kV line, Feedback",68408,1232,1159,1273,807,4.636453684227234,-0.00011198208513019151,9242.743673012317,V-NIL,
V::N_SMSC_V1,V::N_SMSC_V1|2025-12-23 00:00:00|1,upper,2025-12-23,1,0.478,Transient Stability,"Out = One South Morang 330 kV series capacitor bank, prevent transient instability for fault and trip of a HWTS-SMTS 500 kV line, VIC accelerates. Yallourn W G1 on 220kV.",14649,415,565,1260,803,1.763005782653989,-2.0920502158150307e-05,1366.7766736401675,V-SMSC,V-SMSC
V:S_BLKRG_570,V:S_BLKRG_570|2025-05-21 00:00:00|1,upper,2025-05-21,1,1.0,Oscillatory Stability,"Out = both or one Black Range series capacitors O/S, VIC to SA to on Heywood upper transfer limit of 570 MW based on oscillatory stability.",8475,129,251,1126,790,0.14071137419019245,-1.0000000088439265e-05,702.24731,"S-X_BC_CP, S-X_BDBU_BC_CP",S-X_BC_CP
I_6F_NS_150,I_6F_NS_150|2026-02-09 00:00:00|1,upper,2026-02-09,1,0.999,Discretionary,Discretionary limit of 150 MW on Buronga to Bundey (6F) 330 kV Line (NSW to SA),5264,221,295,993,778,4.228395053191489,-1.001001021233844e-05,588.8477577577578,"I-6F_NS_150, N-NIL",
SV_550_TEST,SV_550_TEST|2025-04-11 00:00:00|2,lower,2025-04-11,2,-1.0,Other,"Out = Nil, SA to Vic on Heywood limit of 550 MW, limit for testing of Heywood interconnection upgrade",5849,103,161,983,761,0.2499688518913159,-1.0000000088439265e-05,969.445055,S-NIL,
V>>NIL_MLGT_MLGT,V>>NIL_MLGT_MLGT|2026-07-04 00:00:00|1,lower,2026-07-04,1,-0.433,Thermal,"Out = NIL, avoid O/L Moorabool to Geelong #1 or #2 on trip of other Moorabool to Geelong line, Feedback",9317,566,557,890,752,11.101456858589,-2.309468868851294e-05,2937.6146709006925,V-NIL,
S>V_NIL_SEHY,S>V_NIL_SEHY|2025-06-16 00:00:00|1,lower,2025-06-16,1,-1.0,Thermal,"Out = NIL, avoid O/L either South East to Heywood 275 kV line on trip of parallel circuit, flow SA to VIC, feedback",48658,651,1819,2506,748,0.23861492425054082,-1.0000000088439265e-05,949.51407,S-NIL,
V::N_SMSC_O2,V::N_SMSC_O2|2025-12-09 00:00:00|1,upper,2025-12-09,1,0.354,Transient Stability,"Out = One South Morang 330 kV series capacitor bank, prevent transient instability for fault and trip of a HWTS-SMTS 500 kV line, Other than VIC accelerates. Yallourn W G1 on 500kV.",14649,481,572,921,743,1.0481676393648616,-2.824858765987527e-05,29134.64271186441,V-SMSC,V-SMSC
F_S++SETB_L6,F_S++SETB_L6|2024-10-08 00:00:00|1,upper,2024-10-08,1,1.0,FCAS,"Out = South East to Tailem Bend 275 kV line, SA Islanded for loss of parallel line, SA Lower 6 sec Requirement for risk of islanding",8101,1804,1748,4037,737,1.7508670004799298,-444.02453,-105.98456499999999,"S-SETB_N-2, S-TBSE, S-TBSE_BC-2CP, S-X_TBSE+BDBU","S-TBSE, S-X_TBSE+BDBU"
S:V_BLKRG_550,S:V_BLKRG_550|2025-05-22 00:00:00|1,lower,2025-05-22,1,-1.0,Oscillatory Stability,"Out = both or one Black Range series capacitors O/S, SA to VIC on Heywood upper transfer limit of 550 MW based on oscillatory stability.",8158,193,249,1015,729,0.2746398632828935,-1.0000000088439265e-05,631.36105,"S-X_BC_CP, S-X_BDBU_BC_CP",S-X_BC_CP
V::N_NIL_V1,V::N_NIL_V1|2026-07-04 00:00:00|1,upper,2026-07-04,1,0.478,Transient Stability,"Out = NIL, prevent transient instability for fault and trip of a HWTS-SMTS 500 kV line, VIC accelerates. Yallourn W G1 on 220kV.",16703,327,327,799,727,0.7513636787274559,-2.0920502277069593e-05,11993.23954497908,V-NIL,
S>>BDBU_TUTB_TUTB_1,S>>BDBU_TUTB_TUTB_1|2024-09-25 00:00:00|1,lower,2024-09-25,1,-1.0,Thermal,"Out= Bundey to Buronga 330kV, avoid O/L Tungkillo-Tailem Bend 275kV line 1 or 2 on trip of parallel Tungkillo-Tailem Bend 275 kV line 2 or 1, Feedback",2486,16,60,1042,727,0.13165519353515465,0.0,536.4404049999999,I-BDBU_ONE,I-BDBU_ONE
S>>NIL_TBTU_TBTU_1,S>>NIL_TBTU_TBTU_1|2024-12-05 00:00:00|1,upper,2024-12-05,1,0.882,Thermal,"Out= NIL, avoid O/L Tailem Bend-Tungkillo 275kV line 1 or 2 on trip of parallel Tailem Bend-Tungkillo 275 kV line 2 or 1, Feedback",48424,119,282,1330,707,33.25661494914881,-67.67125850340139,812.5228571428571,S-NIL,
I_6F_NS_150,I_6F_NS_150|2026-01-29 00:00:00|1,upper,2026-01-29,1,0.999,Discretionary,Discretionary limit of 150 MW on Buronga to Bundey (6F) 330 kV Line (NSW to SA),3109,92,137,851,704,1.316806568130925,-1.0010010098537802e-05,598.618400900901,"I-6F_NS_150, N-NIL",
V::N_NIL_V2,V::N_NIL_V2|2025-11-07 00:00:00|1,upper,2025-11-07,1,0.478,Transient Stability,"Out = NIL, prevent transient instability for fault and trip of a HWTS-SMTS 500 kV line, VIC accelerates. Yallourn W G1 on 500kV.",7165,218,282,964,694,0.8556894658246657,-2.0920502158150307e-05,1789.6793200836821,V-NIL,
V::N_KGRC_V1,V::N_KGRC_V1|2025-12-20 00:00:00|1,upper,2025-12-20,1,0.478,Transient Stability,"Out = Kerang to Red Cliffs 220kV line (or any section in between), prevent transient instability for fault and trip of a HWTS-SMTS 500 kV line, VIC accelerates. Yallourn W G1 on 220kV.",3282,345,386,813,670,3.8730259403549616,-2.0920502277069593e-05,11082.221046025104,"V-KGKO, V-KG_KO_WE, V-KG_WE_RC, V-KOWE, V-KO_WE_RC, V-RCWT","V-KGKO, V-KG_WE_RC, V-KOWE, V-KO_WE_RC, V-RCWT"
S>>BDBU_TBTX4_TBMO_1,S>>BDBU_TBTX4_TBMO_1|2024-12-05 00:00:00|1,upper,2024-12-05,1,0.0745,Thermal,"Out= Bundey to Buronga (6F) 330kV line, avoid O/L Tailem Bend to Mobilong #1 132kV line on trip of Tailem Bend 275/132kV #4 transformer, Feedback",14509,257,389,782,665,2.961253504473211,-0.00013422818796206894,2184.048657718121,I-BDBU_ONE,I-BDBU_ONE
V>BDBU_HYSE_HYSE,V>BDBU_HYSE_HYSE|2024-09-25 00:00:00|1,upper,2024-09-25,1,1.0,Thermal,"Out = Bundey to Buronga (6F) 330kV line, avoid O/L either Heywood to South East 275 kV line on trip of parallel circuit, flow VIC to SA, feedback",37483,0,0,6626,661,0.0,50.76323000000002,767.09698,I-BDBU_ONE,I-BDBU_ONE
SV_550_TEST,SV_550_TEST|2025-05-01 00:00:00|1,lower,2025-05-01,1,-1.0,Other,"Out = Nil, SA to Vic on Heywood limit of 550 MW, limit for testing of Heywood interconnection upgrade",6005,92,117,842,639,0.10981684096586179,-9.999999974752427e-06,880.4847199999999,S-NIL,
V>>NIL_WBBA_KGBE,V>>NIL_WBBA_KGBE|2025-02-24 00:00:00|1,lower,2025-02-24,1,-0.126,Thermal,"Out= Nil, avoid O/L Waubra to Ballarat 220kV line on trip of Kerang to Bendigo 220kV line, Feedback",68408,802,856,980,620,6.115468179109332,-7.936508006697829e-05,4233.846706349205,V-NIL,
V^^V_NIL_SWVIC,V^^V_NIL_SWVIC|2025-01-29 00:00:00|1,lower,2025-01-29,1,-0.784,Voltage Stability,"Out = Nil, manage flow towards Moorabool across Haunted Gully to Cressy and Mortlake to Cressy 500kV lines to avoid voltage instability for the loss of Haunted Gully to Cressy 500kV line and both APD potlines",7846,178,199,743,619,0.8369538917706435,-1.2755102298630232e-05,1298.449387755102,V-NIL,
SV_HEY_600_TEST,SV_HEY_600_TEST|2026-04-29 00:00:00|1,lower,2026-04-29,1,-1.0,Other,"Out = Nil, SA to Vic on Heywood limit of 600 MW, limit for testing of Heywood interconnection upgrade",35833,30,70,1120,612,0.006698480637348743,-1.0000000088439265e-05,1023.18762,I-SV_HEY_600_TEST,I-SV_HEY_600_TEST
V::N_SMSC_V2,V::N_SMSC_V2|2025-12-23 00:00:00|1,upper,2025-12-23,1,0.478,Transient Stability,"Out = One South Morang 330 kV series capacitor bank, prevent transient instability for fault and trip of a HWTS-SMTS 500 kV line, VIC accelerates. Yallourn W G1 on 500kV.",14649,518,616,927,599,1.3933663085446655,-2.0920502158150307e-05,21537.183640167365,V-SMSC,V-SMSC
SV_550_TEST,SV_550_TEST|2026-01-12 00:00:00|1,lower,2026-01-12,1,-1.0,Other,"Out = Nil, SA to Vic on Heywood limit of 550 MW, limit for testing of Heywood interconnection upgrade",30812,98,154,1122,595,0.025252321734267242,-1.0000000088439265e-05,1014.62232,S-NIL,
S>>NIL_RBTU_RBTU,S>>NIL_RBTU_RBTU|2024-12-05 00:00:00|1,upper,2024-12-05,1,0.212,Thermal,"Out= NIL, avoid O/L Robertstown-Tungkillo 275kV line 1 or 2 on trip of parallel Robertstown-Tungkillo 275kV line 2 or 1, Feedback",48424,44,51,641,576,0.07116722530330082,-4.7169811737921064e-05,3265.040872641509,S-NIL,
V>S_460_DYN,V>S_460_DYN|2025-02-28 00:00:00|1,upper,2025-02-28,1,1.0,Thermal,"VIC to SA on Heywood upper transfer limit of 460 MW, dynamic headroom, DS formulation only.",4725,204,540,1234,566,8.629043289156277,0.0,219.79798500000004,I-VS_460,
S>>MOTB_TBTU_TBTU,S>>MOTB_TBTU_TBTU|2024-12-05 00:00:00|1,upper,2024-12-05,1,1.0,Thermal,"Out= Mobilong-Tailem Bend 132kV line O/S, avoid O/L of One Tailembend-Tungkillo 275 kV line on trip of remaining Tailem Bend-Tungkillo 275 kV line, Feedback",1084,66,138,649,560,1.478010370741483,-1.0000000088439265e-05,518.4899800000001,"S-MOTB, S-MOTB_BC-2CP, S-X_MOTB+TBBUS, S-X_MOTB+TBUS_BC-2CP","S-MOTB, S-X_MOTB+TBBUS"
V^^V_NIL_KGTS,V^^V_NIL_KGTS|2026-07-04 00:00:00|1,lower,2026-07-04,1,-0.27,Voltage Stability,"Out= Nil, avoid voltage collapse for loss of Horsham - Murra Warra - Kiamal 220kV line. Murraylink VFRB disabled. Swamp if Murraylink VFRB enabled.",16703,32,33,635,555,0.051236707992880416,-3.7037036943527506e-05,12206.841824074076,V-NIL,
V^^V_NIL_KGTS_2,V^^V_NIL_KGTS_2|2024-10-31 00:00:00|1,lower,2024-10-31,1,-0.215,Voltage Stability,"Out= Nil, avoid voltage collapse for loss of Horsham - Murra Warra - Kiamal 220kV line. Murraylink VFRB enabled. Swamp if Murraylink VFRB disabled.",22091,22,35,684,554,0.16283596346434542,-4.6511628053934166e-05,24338.26581395349,V-NIL,
S>V_460,S>V_460|2025-02-28 00:00:00|1,lower,2025-02-28,1,-1.0,Thermal,SA to VIC on Heywood upper transfer limit of 460 MW,4725,1,23,720,543,0.000571522911051213,0.0,594.987675,I-SV_460,
F_S++SETB_R60,F_S++SETB_R60|2024-10-09 00:00:00|1,lower,2024-10-09,1,-1.0,FCAS,"Out = South East to Tailem Bend 275 kV line, SA Islanded for loss of parallel line, SA Raise 60 sec Requirement for risk of islanding",8101,1195,1057,3901,532,0.1340707276348379,-457.15947,-69.32204000000002,"S-SETB_N-2, S-TBSE, S-TBSE_BC-2CP, S-X_TBSE+BDBU","S-TBSE, S-X_TBSE+BDBU"
S>>BDBU_TBTX4_TBMO_1,S>>BDBU_TBTX4_TBMO_1|2024-09-25 00:00:00|1,upper,2024-09-25,1,0.0745,Thermal,"Out= Bundey to Buronga (6F) 330kV line, avoid O/L Tailem Bend to Mobilong #1 132kV line on trip of Tailem Bend 275/132kV #4 transformer, Feedback",20289,74,113,600,531,0.7077112172818807,-0.00013422818796206894,2500.097483221477,I-BDBU_ONE,I-BDBU_ONE
V^^V_NIL_SWVIC,V^^V_NIL_SWVIC|2024-10-31 00:00:00|1,lower,2024-10-31,1,-0.784,Voltage Stability,"Out = Nil, manage flow towards Moorabool across Haunted Gully to Cressy and Mortlake to Cressy 500kV lines to avoid voltage instability for the loss of Haunted Gully to Cressy 500kV line and both APD potlines",25888,456,790,1273,526,19.37671996557893,-1.2755102298630232e-05,1344.299913903061,V-NIL,
V^^V_NIL_KGTS,V^^V_NIL_KGTS|2024-10-03 00:00:00|1,lower,2024-10-03,1,-0.215,Voltage Stability,"Out= Nil, avoid voltage collapse for loss of Horsham - Murra Warra - Kiamal 220kV line. Murraylink VFRB disabled. Swamp if Murraylink VFRB enabled.",2090,289,371,582,522,20.25696842583732,-9.302325584348035e-05,1931.0885348837212,V-NIL,
V::N_JNWG_S1,V::N_JNWG_S1|2024-10-31 00:00:00|1,upper,2024-10-31,1,0.49,Transient Stability,"Out = Jindera to Wagga 330kV line, prevent transient instability for fault and trip of a HWTS-SMTS 500 kV line, SA accelerates, Yallourn W G1 on 220 kV.",5476,215,383,767,521,1.2473128442786838,-2.040816332978744e-05,1315.5810306122448,"N-JNWG_RADIAL, N-WGWA_63, N-WGWA_63_X5, N-WGWA_RADIAL, N-WGWA_X5","N-JNWG_RADIAL, N-WGWA_63, N-WGWA_63_X5, N-WGWA_RADIAL, N-WGWA_X5"
V>>NIL_MLGT_MLGT,V>>NIL_MLGT_MLGT|2026-06-04 00:00:00|1,lower,2026-06-04,1,-0.433,Thermal,"Out = NIL, avoid O/L Moorabool to Geelong #1 or #2 on trip of other Moorabool to Geelong line, Feedback",8737,337,337,580,516,26.41711919234595,-2.309468868851294e-05,2532.5384122401847,V-NIL,
V^^S_NIL_MAXG_1,V^^S_NIL_MAXG_1|2024-12-05 00:00:00|1,upper,2024-12-05,1,1.0,Voltage Stability,Out = Nil(Both Black Range series capacitors I/S).; Vic to SA Long Term Voltage Stability limit for loss of the largest generation block in SA (Both South East Capacitors (61 and 62) Available).,26195,0,1,1327,514,0.0,23.34375,694.945245,S-NIL,
V^^V_NIL_KGTS,V^^V_NIL_KGTS|2025-12-03 00:00:00|1,lower,2025-12-03,1,-0.27,Voltage Stability,"Out= Nil, avoid voltage collapse for loss of Horsham - Murra Warra - Kiamal 220kV line. Murraylink VFRB disabled. Swamp if Murraylink VFRB enabled.",1745,291,300,577,511,42.65656501432664,-7.407407409758619e-05,1872.0588888888888,V-NIL,
S>>X_BRMN_RBTU_04,S>>X_BRMN_RBTU_04|2025-05-01 00:00:00|1,upper,2025-05-01,1,0.151,Thermal,"Out= Brinkworth - Mintaro (or any line section between Brinkworth and Mintaro) 132kV line + Robertstown-Tungkillo 275kV line 1 or 2, avoid O/L Waterloo-Templers 132kV line on trip of Robertstown-Tungkillo 275kV line, Feedback",1753,364,375,577,497,34.498350547632626,-6.62251661486044e-05,1214.3135099337749,S-X_BRMN_RBTU,S-X_BRMN_RBTU
V::N_MLSY_O2,V::N_MLSY_O2|2024-10-03 00:00:00|1,upper,2024-10-03,1,0.354,Transient Stability,"Out = Moorabool to Sydenham 500kV line, prevent transient instability for fault and trip of a HWTS-SMTS 500 kV line, Other than VIC accelerates. Yallourn W G1 on 500kV.",4311,95,229,548,476,1.3883546369751796,-2.824858765987527e-05,2178.4592655367233,"V-MLSY_NOEMTT_P, V-MLSY_NOEMTT_R, V-X_MLSY, V-X_MLSY_M1, V-X_MLSY_M2, V-X_MLSY_MLTS_TIE","V-MLSY_NOEMTT_P, V-MLSY_NOEMTT_R"
V^^S_TBCP1_MAXG,V^^S_TBCP1_MAXG|2025-03-06 00:00:00|2,upper,2025-03-06,2,1.0,Voltage Stability,Out= Tailem Bend 275kV Cap Bank (Note: with both Black Range series Caps I/S); Vic to SA Long Term Voltage Stability limit for loss of the largest generation block in SA ,15559,0,0,1008,469,0.0,79.03778999999997,814.1220349999999,S-TBCP1,S-TBCP1
S>>BDBU_TUTB_TUTB_1,S>>BDBU_TUTB_TUTB_1|2024-10-04 00:00:00|1,lower,2024-10-04,1,-1.0,Thermal,"Out= Bundey to Buronga 330kV, avoid O/L Tungkillo-Tailem Bend 275kV line 1 or 2 on trip of parallel Tungkillo-Tailem Bend 275 kV line 2 or 1, Feedback",2050,32,82,680,456,0.18029158536585366,-1.0000000031595846e-05,647.173205,I-BDBU_ONE,I-BDBU_ONE
V:S_BLKRG_570,V:S_BLKRG_570|2025-12-02 00:00:00|1,upper,2025-12-02,1,1.0,Oscillatory Stability,"Out = both or one Black Range series capacitors O/S, VIC to SA to on Heywood upper transfer limit of 570 MW based on oscillatory stability.",2686,169,257,602,449,2.2928722400590775,-1.0000000031595846e-05,640.2855850000001,"S-X_BC_CP, S-X_BDBU_BC_CP",S-X_BC_CP
V::S_TBCB94_35_SETB,V::S_TBCB94_35_SETB|2025-06-04 00:00:00|1,upper,2025-06-04,1,1.0,Transient Stability,Out= Tailem Bend 275kV CB6594  OR CB6596 O/S (Both Black Range series caps I/S); Vic to SA Transient Stability limit for loss of one South East - Tailem Bend 275 kV line.,5650,97,173,860,448,0.3682315835591689,-1.0000000088439265e-05,726.4535149999999,"S-TB275_W_BUS, S-TB_CB6594, S-TB_CB6596, S-X_MOTB+TBBUS","S-TB275_W_BUS, S-TB_CB6594, S-TB_CB6596, S-X_MOTB+TBBUS"
V::S_BLKRG_TBSE_2,V::S_BLKRG_TBSE_2|2025-04-23 00:00:00|1,upper,2025-04-23,1,1.0,Transient Stability,Out = both or one Black Range series capacitors O/S; Vic to SA Transient Stability limit for loss of one of the Tailembend-South East 275kV lines.,9374,23,73,942,445,0.08185526457725947,0.0,588.51534,S-X_BC_CP,S-X_BC_CP
V>>MLSY_GTKT_MLSY,V>>MLSY_GTKT_MLSY|2024-10-03 00:00:00|1,lower,2024-10-03,1,-1.0,Thermal,"Out= Moorabool to Sydenham 500kV line, avoid O/L Geelong to Keilor No.1 or No.3 220kV line on trip of the remaining Moorabool to Sydenham 500kV line, Feedback",4289,281,349,634,443,8.7085,-1.0000000202126103e-05,1393.8224799999998,"V-MLSY_NOEMTT_P, V-MLSY_NOEMTT_R","V-MLSY_NOEMTT_P, V-MLSY_NOEMTT_R"
V^^V_NIL_SWVIC,V^^V_NIL_SWVIC|2025-12-09 00:00:00|1,lower,2025-12-09,1,-0.735,Voltage Stability,"Out = Nil, manage flow towards Moorabool across Haunted Gully to Cressy and Mortlake to Cressy 500kV lines to avoid voltage instability for the loss of Haunted Gully to Cressy 500kV line and both APD potlines",17773,89,114,519,437,0.9104570557287136,-1.3605442142520309e-05,1747.8530476190474,V-NIL,
V^^S_NIL_MAXG_1,V^^S_NIL_MAXG_1|2025-12-02 00:00:00|1,upper,2025-12-02,1,1.0,Voltage Stability,Out = Nil(Both Black Range series capacitors I/S).; Vic to SA Long Term Voltage Stability limit for loss of the largest generation block in SA (Both South East Capacitors (61 and 62) Available).,78482,1,3,1534,437,0.002216032218501523,0.0,632.03517,S-NIL,
V::N_NIL_O2,V::N_NIL_O2|2025-11-07 00:00:00|1,upper,2025-11-07,1,0.354,Transient Stability,"Out = NIL, prevent transient instability for fault and trip of a HWTS-SMTS 500 kV line, Other than VIC accelerates. Yallourn W G1 on 500kV.",7488,124,197,626,431,0.34270728231797914,-2.824858765987527e-05,2546.3973587570626,V-NIL,
V>>SMF2_SMF1_NIL_R5,V>>SMF2_SMF1_NIL_R5|2024-09-11 00:00:00|1,lower,2024-09-11,1,-0.761,Thermal,"Out = South Morang 500/330kV F2 transformer, avoid pre-contingent O/L of the remaining South Morang F1 500/330kV transformer, radial mode, YWPS unit 1 on 500kV,  feedback",1013,121,127,436,431,3.7065172754195457,-1.3140605330976943e-05,1057.6994218134032,,
