season,direction,DUID,contribution_rows,total_abs_impact,mean_abs_impact,p95_abs_impact,total_tightening,total_relief,contraction_rows,reversal_rows,forced_rows,contraction_onsets,forced_onsets,contraction_abs_impact,contraction_tightening,contraction_relief,contraction_positive_rows
Autumn,upper,ER01,21111,130259.73965728005,6.208659246791362,35.60197424060914,66887.8079765248,63371.93168075526,1056,922,1205,339,63,11972.354798734563,2970.247867993296,9002.106930741265,258
Autumn,upper,ER02,21111,135148.62692858753,6.207328091894163,37.76657736243652,68648.11141059958,66500.51551798794,1056,922,1205,339,63,13140.963256452516,3513.601776307429,9627.361480145088,249
Autumn,upper,ER03,21111,58451.05313322185,3.5480877794525525,23.33094659290188,29301.523181782322,29149.529951439526,1056,922,1205,339,63,5002.302594488517,1075.3846796117334,3926.9179148767835,228
Autumn,upper,ER04,21111,77295.12257989202,3.5052410672356626,19.922859201015218,39199.29683692487,38095.82574296716,1056,922,1205,339,63,6807.871412106493,1911.280797971179,4896.590614135314,244
Autumn,upper,ERB01,5356,117551.82308418873,22.312419513301624,94.40059440187893,61799.24506285423,55752.57802133449,454,273,997,158,54,13661.082330152403,6090.302474539004,7570.7798556134,126
Autumn,upper,FINLYSF1,15367,6707.295748607705,0.41071823780265876,3.5538413080203033,3262.75932146802,3444.5364271396843,604,625,209,183,10,717.1900413755964,202.78934587309644,514.4006955024998,125
Autumn,upper,FLYCRKWF,21111,28619.799763411836,1.1893046325532892,5.914802030456848,15167.222138296995,13452.577625114842,1056,922,1205,339,63,1378.228637787406,693.8561904895703,684.3724472978355,453
Autumn,upper,GANGARR1,1669,16254.65046733738,14.762979687910253,127.60807114624504,8511.466847028998,7743.183620308381,245,50,563,101,59,3227.9097004046293,1706.587056488688,1521.3226439159414,85
Autumn,upper,GNNDHSF1,37376,141986.79767612793,3.816040290609381,36.097715736040605,77535.59650010595,64451.201176021976,1510,1391,3518,483,313,18432.902716157703,13271.228782659484,5161.673933498219,691
Autumn,upper,GOONSF1,21111,17674.847849739148,0.8179272295171981,5.529599999999996,8336.01398765399,9338.833862085155,1056,922,1205,339,63,1949.2007582908911,726.3726858618813,1222.8280724290098,326
Autumn,upper,GREENB1,1517,29538.42304187883,15.888458136757052,112.2,14666.825983113107,14871.597058765721,219,41,536,89,57,5694.9832875853035,2590.537324516574,3104.44596306873,38
Autumn,upper,GSTONE1,1591,23583.51786184326,22.73947245034931,392.71089265517236,12053.191052291175,11530.326809552085,241,50,563,101,59,5221.648855522776,3411.009169879876,1810.6396856428998,45
Autumn,upper,GSTONE2,1591,25571.605634177424,17.43199639242611,419.0320633333334,17340.50488044412,8231.1007537333,241,50,563,101,59,12978.698867482439,8535.933766615819,4442.765100866619,75
Autumn,upper,GSTONE3,1591,25175.74699705294,18.683746133793267,389.5,15473.695839681357,9702.051157371581,241,50,563,101,59,10954.752087268424,6076.747641586189,4878.004445682235,40
Autumn,upper,GSTONE4,1591,25337.12709128911,25.20830460867907,411.25723408930145,12633.241172091384,12703.885919197719,241,50,563,101,59,4990.002744304028,3079.8739449607665,1910.1287993432616,33
Autumn,upper,GSTONE5,1591,44152.08903399409,39.49447310713238,452.08333333333337,27796.496942092323,16355.59209190177,241,50,563,101,59,15968.277531466036,11840.389355790528,4127.888175675508,81
Autumn,upper,GSTONE6,1591,29921.225480300247,30.566478719004365,396.6112258965517,15673.772861385667,14247.45261891458,241,50,563,101,59,9869.541141171336,5789.106153686646,4080.4349874846894,66
Autumn,upper,GULLRSF1,15842,924.4721752971863,0.0492244824496285,0.35719532994923847,460.0246570548554,464.4475182423308,617,652,229,187,11,75.97461306293349,20.662654406860206,55.31195865607329,121
Autumn,upper,GULLRWF1,15842,12040.044385519997,1.0803942957429835,4.724067772689044,6122.291224488965,5917.753161031033,617,652,229,187,11,633.4712587352315,274.05539105776586,359.41586767746566,290
Autumn,upper,GULLRWF2,15842,12165.68445460327,1.0581942640829982,6.000784329460196,6153.7075568974715,6011.976897705799,617,652,229,187,11,613.3476684769557,304.87730340976924,308.47036506718644,282
Autumn,upper,GUNNING1,15842,5071.21213048955,0.47336058740367604,2.3692591463414634,2576.608667823439,2494.6034626661108,617,652,229,187,11,231.9961465958195,107.04803634664873,124.94811024917078,285
Autumn,upper,GUSF1,1218,7043.56969746025,12.907925073294825,79.769533,3827.6771081228176,3215.8925893374326,118,31,453,44,41,1357.4617480712786,432.04734863731653,925.4143994339622,33
Autumn,upper,GUTHEGA,15341,1523.5053241904668,0.3539211682793284,4.820121951219512,741.6006217337131,781.9047024567539,595,622,208,182,9,82.14863070583138,70.38749364999381,11.761137055837564,26
Autumn,upper,HAMISF1,1591,21436.986618783358,21.724657017337282,231.08906907957552,10911.750103607941,10525.236515175417,241,50,563,101,59,6785.541128603842,3430.203065493384,3355.338063110457,102
Autumn,upper,HAUGHT11,1591,21442.910427290517,33.27780507898864,247.46530344827573,12381.169418536132,9061.741008754389,241,50,563,101,59,6820.01764242673,5089.021995318935,1730.9956471077953,83
Autumn,upper,HAYMSF1,1591,22573.855567893057,95.98256589044568,452.1796648793566,12011.662887211896,10562.192680681159,241,50,563,101,59,7013.090294933194,3488.546994879161,3524.5433000540324,105
Autumn,upper,HEZ1,21156,543.0568774888368,0.018583193689381428,0.0,304.32160272091306,238.7352747679237,1056,923,1205,339,63,33.38233417759079,14.248493583290061,19.133840594300732,5
Autumn,upper,HILLSTN1,15367,8421.32351497981,0.5295205942453487,4.144568527918781,4157.697274875902,4263.6262401039085,604,625,209,183,10,750.9455425471585,189.7777598468564,561.167782700302,100
Autumn,upper,HUMENSW,15341,84.41673537177995,0.005260828366637555,0.019980247967479603,38.41657215939499,46.00016321238496,595,622,208,182,9,8.139475367145392,3.156461555924229,4.983013811221163,7
